condition,epoch_index,band,channel_a,channel_b,value
Pre,51,low_gamma,P3,P4,0.11067115557214602
Pre,51,low_gamma,O1,O2,0.001832035749567526
Pre,52,low_gamma,F3,FC5,0.07107364787820272
Pre,52,low_gamma,F3,FC1,0.20447245717468066
Pre,52,low_gamma,FC5,FC1,0.23047859960826603
Pre,52,low_gamma,FC5,CP5,0.17631584466507763
Pre,52,low_gamma,FC1,CP5,0.3814058807963745
Pre,52,low_gamma,CP5,P3,0.12494009046044391
Pre,52,low_gamma,P3,O1,0.07239984664854557
Pre,52,low_gamma,CP5,O1,0.1177980677674043
Pre,52,low_gamma,FC1,P3,0.34216120585766907
Pre,52,low_gamma,F4,FC6,0.24164520252760027
Pre,52,low_gamma,F4,FC2,0.17320928335727823
Pre,52,low_gamma,FC6,FC2,0.061463419194988426
Pre,52,low_gamma,FC6,CP6,0.009515563442547547
Pre,52,low_gamma,FC2,CP6,0.23891405078269085
Pre,52,low_gamma,CP6,P4,0.26782158372733056
Pre,52,low_gamma,P4,O2,0.042503079763021576
Pre,52,low_gamma,CP6,O2,0.04631567442399042
Pre,52,low_gamma,FC2,P4,0.34811012883640996
Pre,52,low_gamma,F3,F4,0.027431434287719294
Pre,52,low_gamma,FC5,FC1,0.23047859960826603
Pre,52,low_gamma,FC5,FC6,0.06874129490247209
Pre,52,low_gamma,FC1,FC2,0.024618579765392033
Pre,52,low_gamma,CP5,CP6,0.19747864118274705
Pre,52,low_gamma,P3,P4,0.22189873654437334
Pre,52,low_gamma,O1,O2,0.04972519502281061
Pre,53,low_gamma,F3,FC5,0.06311388827492988
Pre,53,low_gamma,F3,FC1,0.044654866612699386
Pre,53,low_gamma,FC5,FC1,0.18426976622222674
Pre,53,low_gamma,FC5,CP5,0.3807202672262147
Pre,53,low_gamma,FC1,CP5,0.12666567312601373
Pre,53,low_gamma,CP5,P3,0.1740741058910249
Pre,53,low_gamma,P3,O1,0.21504751676288436
Pre,53,low_gamma,CP5,O1,0.02418080526521097
Pre,53,low_gamma,FC1,P3,0.01050810197314805
Pre,53,low_gamma,F4,FC6,0.03473921645353473
Pre,53,low_gamma,F4,FC2,0.12356429561465194
Pre,53,low_gamma,FC6,FC2,0.18960385875324615
Pre,53,low_gamma,FC6,CP6,0.04093917989309969
Pre,53,low_gamma,FC2,CP6,0.06926096770864551
Pre,53,low_gamma,CP6,P4,0.08419232490585374
Pre,53,low_gamma,P4,O2,0.19979764658870802
Pre,53,low_gamma,CP6,O2,0.05327905119544402
Pre,53,low_gamma,FC2,P4,0.13831381958835368
Pre,53,low_gamma,F3,F4,0.1521140893670088
Pre,53,low_gamma,FC5,FC1,0.18426976622222674
Pre,53,low_gamma,FC5,FC6,0.2319573653529378
Pre,53,low_gamma,FC1,FC2,0.04912611596706475
Pre,53,low_gamma,CP5,CP6,0.13434004878663527
Pre,53,low_gamma,P3,P4,0.08708457581447411
Pre,53,low_gamma,O1,O2,0.007875304206202492
Pre,54,low_gamma,F3,FC5,0.0406732739615572
Pre,54,low_gamma,F3,FC1,0.11976374832422422
Pre,54,low_gamma,FC5,FC1,0.030937163039179146
Pre,54,low_gamma,FC5,CP5,0.09628729099138435
Pre,54,low_gamma,FC1,CP5,0.238436533978114
Pre,54,low_gamma,CP5,P3,0.08059667813617215
Pre,54,low_gamma,P3,O1,0.18152221952484218
Pre,54,low_gamma,CP5,O1,0.005332449381687778
Pre,54,low_gamma,FC1,P3,0.1649848883672256
Pre,54,low_gamma,F4,FC6,0.30742329296112125
Pre,54,low_gamma,F4,FC2,0.06535450027596774
Pre,54,low_gamma,FC6,FC2,0.29485721384942865
Pre,54,low_gamma,FC6,CP6,0.5324484552247879
Pre,54,low_gamma,FC2,CP6,0.1514838472344783
Pre,54,low_gamma,CP6,P4,0.3764635088716426
Pre,54,low_gamma,P4,O2,0.02601532096141236
Pre,54,low_gamma,CP6,O2,0.2773251942102192
Pre,54,low_gamma,FC2,P4,0.2785476535679806
Pre,54,low_gamma,F3,F4,0.12874524795868336
Pre,54,low_gamma,FC5,FC1,0.030937163039179146
Pre,54,low_gamma,FC5,FC6,0.08102366764984993
Pre,54,low_gamma,FC1,FC2,0.09884304772839582
Pre,54,low_gamma,CP5,CP6,0.01888837451423777
Pre,54,low_gamma,P3,P4,0.06801997915743227
Pre,54,low_gamma,O1,O2,0.1100908005263203
Pre,55,low_gamma,F3,FC5,0.3411590813435188
Pre,55,low_gamma,F3,FC1,0.10569959622363533
Pre,55,low_gamma,FC5,FC1,0.09215486354891281
Pre,55,low_gamma,FC5,CP5,0.2525617927453653
Pre,55,low_gamma,FC1,CP5,0.062356538293700886
Pre,55,low_gamma,CP5,P3,0.23079806518614876
Pre,55,low_gamma,P3,O1,0.020729562420322686
Pre,55,low_gamma,CP5,O1,0.21027722710359795
Pre,55,low_gamma,FC1,P3,0.22279282992013952
Pre,55,low_gamma,F4,FC6,0.11157452507569153
Pre,55,low_gamma,F4,FC2,0.4193683797934109
Pre,55,low_gamma,FC6,FC2,0.09826337319056275
Pre,55,low_gamma,FC6,CP6,0.18470580620103563
Pre,55,low_gamma,FC2,CP6,0.12135174838899987
Pre,55,low_gamma,CP6,P4,0.01721223121383455
Pre,55,low_gamma,P4,O2,0.37334994753488865
Pre,55,low_gamma,CP6,O2,0.18807911102101624
Pre,55,low_gamma,FC2,P4,0.3372695325583669
Pre,55,low_gamma,F3,F4,0.05234739377827806
Pre,55,low_gamma,FC5,FC1,0.09215486354891281
Pre,55,low_gamma,FC5,FC6,0.07111595682992032
Pre,55,low_gamma,FC1,FC2,0.06118631899123667
Pre,55,low_gamma,CP5,CP6,0.09789524621420989
Pre,55,low_gamma,P3,P4,0.10538648941978522
Pre,55,low_gamma,O1,O2,0.08187546956060561
Pre,56,low_gamma,F3,FC5,0.00741270590179496
Pre,56,low_gamma,F3,FC1,0.14878843888942497
Pre,56,low_gamma,FC5,FC1,0.03572014107920526
Pre,56,low_gamma,FC5,CP5,0.05651347634001446
Pre,56,low_gamma,FC1,CP5,0.16878327123501288
Pre,56,low_gamma,CP5,P3,0.01827680700619127
Pre,56,low_gamma,P3,O1,0.02780589765561959
Pre,56,low_gamma,CP5,O1,0.029079596232513355
Pre,56,low_gamma,FC1,P3,0.015236556589483767
Pre,56,low_gamma,F4,FC6,0.2315445322186345
Pre,56,low_gamma,F4,FC2,0.12981261752749296
Pre,56,low_gamma,FC6,FC2,0.16253145672982894
Pre,56,low_gamma,FC6,CP6,0.006630815929897926
Pre,56,low_gamma,FC2,CP6,0.01581463911953923
Pre,56,low_gamma,CP6,P4,0.01581190280023898
Pre,56,low_gamma,P4,O2,0.025778963704567618
Pre,56,low_gamma,CP6,O2,0.12561839439928682
Pre,56,low_gamma,FC2,P4,0.0722103605833521
Pre,56,low_gamma,F3,F4,0.12459200268666318
Pre,56,low_gamma,FC5,FC1,0.03572014107920526
Pre,56,low_gamma,FC5,FC6,0.1850004465263141
Pre,56,low_gamma,FC1,FC2,0.06238507437296539
Pre,56,low_gamma,CP5,CP6,0.027471402758290926
Pre,56,low_gamma,P3,P4,0.041249276956831206
Pre,56,low_gamma,O1,O2,0.09147862556358086
Pre,57,low_gamma,F3,FC5,0.1801403740172856
Pre,57,low_gamma,F3,FC1,0.0026344793646143508
Pre,57,low_gamma,FC5,FC1,0.018867525823571384
Pre,57,low_gamma,FC5,CP5,0.30753558997075375
Pre,57,low_gamma,FC1,CP5,0.010425739850160194
Pre,57,low_gamma,CP5,P3,0.08188310161555414
Pre,57,low_gamma,P3,O1,0.0673903082698726
Pre,57,low_gamma,CP5,O1,0.10274096968275197
Pre,57,low_gamma,FC1,P3,0.13605871560531138
Pre,57,low_gamma,F4,FC6,0.06187298403037815
Pre,57,low_gamma,F4,FC2,0.08767860776736096
Pre,57,low_gamma,FC6,FC2,0.23982329034288255
Pre,57,low_gamma,FC6,CP6,0.028409559546058376
Pre,57,low_gamma,FC2,CP6,0.07252445316701907
Pre,57,low_gamma,CP6,P4,0.019090092560173206
Pre,57,low_gamma,P4,O2,0.40367801020627697
Pre,57,low_gamma,CP6,O2,0.13365497253334577
Pre,57,low_gamma,FC2,P4,0.05092844820045589
Pre,57,low_gamma,F3,F4,0.26397740551401766
Pre,57,low_gamma,FC5,FC1,0.018867525823571384
Pre,57,low_gamma,FC5,FC6,0.4137141401874837
Pre,57,low_gamma,FC1,FC2,0.036374917704201704
Pre,57,low_gamma,CP5,CP6,0.08193852826844274
Pre,57,low_gamma,P3,P4,0.10436354809754912
Pre,57,low_gamma,O1,O2,0.07415124322839547
Pre,58,low_gamma,F3,FC5,0.004943663628816601
Pre,58,low_gamma,F3,FC1,0.03239262146894081
Pre,58,low_gamma,FC5,FC1,0.05298919821055476
Pre,58,low_gamma,FC5,CP5,0.09554222869102201
Pre,58,low_gamma,FC1,CP5,0.2376044359384475
Pre,58,low_gamma,CP5,P3,0.2353111831355593
Pre,58,low_gamma,P3,O1,0.06005204534347517
Pre,58,low_gamma,CP5,O1,0.029662522502373386
Pre,58,low_gamma,FC1,P3,0.1830270785248512
Pre,58,low_gamma,F4,FC6,0.07575046763943367
Pre,58,low_gamma,F4,FC2,0.441146310366575
Pre,58,low_gamma,FC6,FC2,0.1618823993407594
Pre,58,low_gamma,FC6,CP6,0.15772075304063585
Pre,58,low_gamma,FC2,CP6,0.18807669968688337
Pre,58,low_gamma,CP6,P4,0.23922156685639154
Pre,58,low_gamma,P4,O2,0.09931421362569355
Pre,58,low_gamma,CP6,O2,0.0036798052160811746
Pre,58,low_gamma,FC2,P4,0.25449409390527983
Pre,58,low_gamma,F3,F4,0.18039691284727827
Pre,58,low_gamma,FC5,FC1,0.05298919821055476
Pre,58,low_gamma,FC5,FC6,0.057968436630840434
Pre,58,low_gamma,FC1,FC2,0.15087540139771874
Pre,58,low_gamma,CP5,CP6,0.056093527731785005
Pre,58,low_gamma,P3,P4,0.09646331029932753
Pre,58,low_gamma,O1,O2,0.22213189311311682
Pre,59,low_gamma,F3,FC5,0.02397672829446096
Pre,59,low_gamma,F3,FC1,0.1553512552517419
Pre,59,low_gamma,FC5,FC1,0.08034286871460856
Pre,59,low_gamma,FC5,CP5,0.1588646860659587
Pre,59,low_gamma,FC1,CP5,0.2521790995464718
Pre,59,low_gamma,CP5,P3,0.2239678982127778
Pre,59,low_gamma,P3,O1,0.05264463119301053
Pre,59,low_gamma,CP5,O1,0.21877499987402146
Pre,59,low_gamma,FC1,P3,0.136973695233441
Pre,59,low_gamma,F4,FC6,0.16986658274682861
Pre,59,low_gamma,F4,FC2,0.23716636040628647
Pre,59,low_gamma,FC6,FC2,0.07239609136824078
Pre,59,low_gamma,FC6,CP6,0.03609140531579196
Pre,59,low_gamma,FC2,CP6,0.2923070399457341
Pre,59,low_gamma,CP6,P4,0.005637251317022441
Pre,59,low_gamma,P4,O2,0.2990987411537284
Pre,59,low_gamma,CP6,O2,0.16274629723699746
Pre,59,low_gamma,FC2,P4,0.45368325122008535
Pre,59,low_gamma,F3,F4,0.23306891068469549
Pre,59,low_gamma,FC5,FC1,0.08034286871460856
Pre,59,low_gamma,FC5,FC6,0.00977474229895822
Pre,59,low_gamma,FC1,FC2,0.24782119201894798
Pre,59,low_gamma,CP5,CP6,0.25692843179714386
Pre,59,low_gamma,P3,P4,0.023599893015025183
Pre,59,low_gamma,O1,O2,0.04349127340056295
Pre,60,low_gamma,F3,FC5,0.20580858902997626
Pre,60,low_gamma,F3,FC1,0.06509063389472707
Pre,60,low_gamma,FC5,FC1,0.01854178894777672
Pre,60,low_gamma,FC5,CP5,0.2216056001797187
Pre,60,low_gamma,FC1,CP5,0.05296124043380167
Pre,60,low_gamma,CP5,P3,0.24502255392535516
Pre,60,low_gamma,P3,O1,0.1756347629966
Pre,60,low_gamma,CP5,O1,0.029859370388811087
Pre,60,low_gamma,FC1,P3,0.0735880495090428
Pre,60,low_gamma,F4,FC6,0.19197331293896677
Pre,60,low_gamma,F4,FC2,0.17078271599671294
Pre,60,low_gamma,FC6,FC2,0.029170676804505365
Pre,60,low_gamma,FC6,CP6,0.019281666111566623
Pre,60,low_gamma,FC2,CP6,0.3182384128616117
Pre,60,low_gamma,CP6,P4,0.007053759826556478
Pre,60,low_gamma,P4,O2,0.20168598962472106
Pre,60,low_gamma,CP6,O2,0.27701764528000256
Pre,60,low_gamma,FC2,P4,0.20109070715878702
Pre,60,low_gamma,F3,F4,0.038702007019520875
Pre,60,low_gamma,FC5,FC1,0.01854178894777672
Pre,60,low_gamma,FC5,FC6,0.2995578816241906
Pre,60,low_gamma,FC1,FC2,0.01422378356183416
Pre,60,low_gamma,CP5,CP6,0.2729500573512702
Pre,60,low_gamma,P3,P4,0.14304328249468193
Pre,60,low_gamma,O1,O2,0.1160905543599112
Pre,61,low_gamma,F3,FC5,0.12812084330117918
Pre,61,low_gamma,F3,FC1,0.15864038474746542
Pre,61,low_gamma,FC5,FC1,0.03542952208658958
Pre,61,low_gamma,FC5,CP5,0.23454834359099902
Pre,61,low_gamma,FC1,CP5,0.1305217818150958
Pre,61,low_gamma,CP5,P3,0.26178930677823187
Pre,61,low_gamma,P3,O1,0.12003234963918785
Pre,61,low_gamma,CP5,O1,0.14768160846966655
Pre,61,low_gamma,FC1,P3,0.3393693364361971
Pre,61,low_gamma,F4,FC6,0.0881669873523779
Pre,61,low_gamma,F4,FC2,0.18441427690539203
Pre,61,low_gamma,FC6,FC2,0.29406035109459033
Pre,61,low_gamma,FC6,CP6,0.03837419185777576
Pre,61,low_gamma,FC2,CP6,0.26224377339548527
Pre,61,low_gamma,CP6,P4,0.2827330085715712
Pre,61,low_gamma,P4,O2,0.18325454881944359
Pre,61,low_gamma,CP6,O2,0.36067873441341464
Pre,61,low_gamma,FC2,P4,0.09389059053642507
Pre,61,low_gamma,F3,F4,0.035112912870122394
Pre,61,low_gamma,FC5,FC1,0.03542952208658958
Pre,61,low_gamma,FC5,FC6,0.08048345226518598
Pre,61,low_gamma,FC1,FC2,0.4076715051857363
Pre,61,low_gamma,CP5,CP6,0.014185140541794126
Pre,61,low_gamma,P3,P4,0.259907504260973
Pre,61,low_gamma,O1,O2,0.13894216720034205
Pre,62,low_gamma,F3,FC5,0.04377965531582093
Pre,62,low_gamma,F3,FC1,0.06932140616238508
Pre,62,low_gamma,FC5,FC1,0.13832775157041785
Pre,62,low_gamma,FC5,CP5,0.20265943818406373
Pre,62,low_gamma,FC1,CP5,0.16478446615493642
Pre,62,low_gamma,CP5,P3,0.1535363436865291
Pre,62,low_gamma,P3,O1,0.25475134232965124
Pre,62,low_gamma,CP5,O1,0.47774874703176984
Pre,62,low_gamma,FC1,P3,0.10019022190796223
Pre,62,low_gamma,F4,FC6,0.10319627789027999
Pre,62,low_gamma,F4,FC2,0.06881401203518579
Pre,62,low_gamma,FC6,FC2,0.08403013614242826
Pre,62,low_gamma,FC6,CP6,0.005925447911171259
Pre,62,low_gamma,FC2,CP6,0.18542534597591276
Pre,62,low_gamma,CP6,P4,0.08053789795213771
Pre,62,low_gamma,P4,O2,0.07065570051947054
Pre,62,low_gamma,CP6,O2,0.08933822647273605
Pre,62,low_gamma,FC2,P4,0.02580531709534684
Pre,62,low_gamma,F3,F4,0.010004313555892425
Pre,62,low_gamma,FC5,FC1,0.13832775157041785
Pre,62,low_gamma,FC5,FC6,0.03634005507621498
Pre,62,low_gamma,FC1,FC2,0.20103075217104707
Pre,62,low_gamma,CP5,CP6,0.10190444747220387
Pre,62,low_gamma,P3,P4,0.01521468482995902
Pre,62,low_gamma,O1,O2,0.038814983361104095
Pre,63,low_gamma,F3,FC5,0.053087652629856624
Pre,63,low_gamma,F3,FC1,0.06935036969346621
Pre,63,low_gamma,FC5,FC1,0.17052397918308518
Pre,63,low_gamma,FC5,CP5,0.09805555121512836
Pre,63,low_gamma,FC1,CP5,0.25972137414682644
Pre,63,low_gamma,CP5,P3,0.18905398458298575
Pre,63,low_gamma,P3,O1,0.06222493450262293
Pre,63,low_gamma,CP5,O1,0.07774265478829691
Pre,63,low_gamma,FC1,P3,0.10279134591171102
Pre,63,low_gamma,F4,FC6,0.2046074216103831
Pre,63,low_gamma,F4,FC2,0.48735625539755867
Pre,63,low_gamma,FC6,FC2,0.22094038892988724
Pre,63,low_gamma,FC6,CP6,0.1723498859231469
Pre,63,low_gamma,FC2,CP6,0.0032229146518152033
Pre,63,low_gamma,CP6,P4,0.20053515365956662
Pre,63,low_gamma,P4,O2,0.03234248326110517
Pre,63,low_gamma,CP6,O2,0.14545287863237236
Pre,63,low_gamma,FC2,P4,0.008898756759092403
Pre,63,low_gamma,F3,F4,0.16712744379936328
Pre,63,low_gamma,FC5,FC1,0.17052397918308518
Pre,63,low_gamma,FC5,FC6,0.0008987183663267538
Pre,63,low_gamma,FC1,FC2,0.28170211301101306
Pre,63,low_gamma,CP5,CP6,0.09571192939931529
Pre,63,low_gamma,P3,P4,0.07399138696336123
Pre,63,low_gamma,O1,O2,0.030661814933126953
Pre,64,low_gamma,F3,FC5,0.1257121788275096
Pre,64,low_gamma,F3,FC1,0.2980694580002732
Pre,64,low_gamma,FC5,FC1,0.3343275359951101
Pre,64,low_gamma,FC5,CP5,0.10559327287633374
Pre,64,low_gamma,FC1,CP5,0.1452140199401838
Pre,64,low_gamma,CP5,P3,0.0005261198065891363
Pre,64,low_gamma,P3,O1,0.1320232898243232
Pre,64,low_gamma,CP5,O1,0.062468767028439835
Pre,64,low_gamma,FC1,P3,0.0599201152442796
Pre,64,low_gamma,F4,FC6,0.14413632839225646
Pre,64,low_gamma,F4,FC2,0.148953144342519
Pre,64,low_gamma,FC6,FC2,0.07885364833421725
Pre,64,low_gamma,FC6,CP6,0.1193247644834328
Pre,64,low_gamma,FC2,CP6,0.23094108313103395
Pre,64,low_gamma,CP6,P4,0.16023191888570051
Pre,64,low_gamma,P4,O2,0.07404204238416612
Pre,64,low_gamma,CP6,O2,0.3210707477389174
Pre,64,low_gamma,FC2,P4,0.1578055104761692
Pre,64,low_gamma,F3,F4,0.028780720080038347
Pre,64,low_gamma,FC5,FC1,0.3343275359951101
Pre,64,low_gamma,FC5,FC6,0.035844849076201085
Pre,64,low_gamma,FC1,FC2,0.21815760532042172
Pre,64,low_gamma,CP5,CP6,0.07135665133010882
Pre,64,low_gamma,P3,P4,0.05232330686189398
Pre,64,low_gamma,O1,O2,0.26419873700746843
Pre,65,low_gamma,F3,FC5,0.23428140410930454
Pre,65,low_gamma,F3,FC1,0.09336714485480256
Pre,65,low_gamma,FC5,FC1,0.020196652902563283
Pre,65,low_gamma,FC5,CP5,0.03516437910077532
Pre,65,low_gamma,FC1,CP5,0.12354950222204476
Pre,65,low_gamma,CP5,P3,0.197026118664687
Pre,65,low_gamma,P3,O1,0.045005741415448
Pre,65,low_gamma,CP5,O1,0.15814753834552736
Pre,65,low_gamma,FC1,P3,0.12206769440150476
Pre,65,low_gamma,F4,FC6,0.06925389045194058
Pre,65,low_gamma,F4,FC2,0.07027332394139328
Pre,65,low_gamma,FC6,FC2,0.15844197635379825
Pre,65,low_gamma,FC6,CP6,0.1074079902937441
Pre,65,low_gamma,FC2,CP6,0.10119832459718206
Pre,65,low_gamma,CP6,P4,0.2538073400684168
Pre,65,low_gamma,P4,O2,0.07224063245490307
Pre,65,low_gamma,CP6,O2,0.1748618372569439
Pre,65,low_gamma,FC2,P4,0.16162939391631728
Pre,65,low_gamma,F3,F4,0.0023942833192890666
Pre,65,low_gamma,FC5,FC1,0.020196652902563283
Pre,65,low_gamma,FC5,FC6,0.15647595304466325
Pre,65,low_gamma,FC1,FC2,0.2790515150624671
Pre,65,low_gamma,CP5,CP6,0.05871106958587116
Pre,65,low_gamma,P3,P4,0.06485288928204078
Pre,65,low_gamma,O1,O2,0.06003273560186339
Pre,66,low_gamma,F3,FC5,0.01647710558598013
Pre,66,low_gamma,F3,FC1,0.06934056324839365
Pre,66,low_gamma,FC5,FC1,0.07713003004419432
Pre,66,low_gamma,FC5,CP5,0.008304607821411838
Pre,66,low_gamma,FC1,CP5,0.37859344493064545
Pre,66,low_gamma,CP5,P3,0.15674135815746065
Pre,66,low_gamma,P3,O1,0.13046011150591963
Pre,66,low_gamma,CP5,O1,0.09282452372541727
Pre,66,low_gamma,FC1,P3,0.22867013093867453
Pre,66,low_gamma,F4,FC6,0.15676448022714004
Pre,66,low_gamma,F4,FC2,0.11229475068161582
Pre,66,low_gamma,FC6,FC2,0.1570339556366977
Pre,66,low_gamma,FC6,CP6,0.14120555002920787
Pre,66,low_gamma,FC2,CP6,0.04558661970250382
Pre,66,low_gamma,CP6,P4,0.29423682311623134
Pre,66,low_gamma,P4,O2,0.08154974091287498
Pre,66,low_gamma,CP6,O2,0.016663141150331996
Pre,66,low_gamma,FC2,P4,0.10158294528841488
Pre,66,low_gamma,F3,F4,0.20650232585686237
Pre,66,low_gamma,FC5,FC1,0.07713003004419432
Pre,66,low_gamma,FC5,FC6,0.05683452112286906
Pre,66,low_gamma,FC1,FC2,0.0877963737741828
Pre,66,low_gamma,CP5,CP6,0.03574635008474932
Pre,66,low_gamma,P3,P4,0.15555076172001814
Pre,66,low_gamma,O1,O2,0.04655435035031963
Pre,67,low_gamma,F3,FC5,0.14990705058093415
Pre,67,low_gamma,F3,FC1,0.0440993785329712
Pre,67,low_gamma,FC5,FC1,0.1390232896643976
Pre,67,low_gamma,FC5,CP5,0.16677631932433024
Pre,67,low_gamma,FC1,CP5,0.22794214667707266
Pre,67,low_gamma,CP5,P3,0.03146691928850915
Pre,67,low_gamma,P3,O1,0.028262274988893887
Pre,67,low_gamma,CP5,O1,0.3564563783250248
Pre,67,low_gamma,FC1,P3,0.050775409948599366
Pre,67,low_gamma,F4,FC6,0.04542978315176943
Pre,67,low_gamma,F4,FC2,0.14060022103013606
Pre,67,low_gamma,FC6,FC2,0.19612893011897126
Pre,67,low_gamma,FC6,CP6,0.2796375407510764
Pre,67,low_gamma,FC2,CP6,0.013334825219788994
Pre,67,low_gamma,CP6,P4,0.27392764563625394
Pre,67,low_gamma,P4,O2,0.04525970648238847
Pre,67,low_gamma,CP6,O2,0.01872479658347112
Pre,67,low_gamma,FC2,P4,0.14702058937219076
Pre,67,low_gamma,F3,F4,0.25365519643047085
Pre,67,low_gamma,FC5,FC1,0.1390232896643976
Pre,67,low_gamma,FC5,FC6,0.21679777802833425
Pre,67,low_gamma,FC1,FC2,0.10286793105558203
Pre,67,low_gamma,CP5,CP6,0.5156483066388585
Pre,67,low_gamma,P3,P4,0.1510198535441166
Pre,67,low_gamma,O1,O2,0.09279959141265047
Pre,68,low_gamma,F3,FC5,0.24267255793782808
Pre,68,low_gamma,F3,FC1,0.11663633386368481
Pre,68,low_gamma,FC5,FC1,0.2549441528350189
Pre,68,low_gamma,FC5,CP5,0.036844839028545684
Pre,68,low_gamma,FC1,CP5,0.0946235176002552
Pre,68,low_gamma,CP5,P3,0.01658042954824896
Pre,68,low_gamma,P3,O1,0.3312104766607097
Pre,68,low_gamma,CP5,O1,0.5435447874218678
Pre,68,low_gamma,FC1,P3,0.03225265447779468
Pre,68,low_gamma,F4,FC6,0.10880537083749908
Pre,68,low_gamma,F4,FC2,0.045689719067069326
Pre,68,low_gamma,FC6,FC2,0.05933024414492355
Pre,68,low_gamma,FC6,CP6,0.1779416148881267
Pre,68,low_gamma,FC2,CP6,0.12417766573323384
Pre,68,low_gamma,CP6,P4,0.004961142408515576
Pre,68,low_gamma,P4,O2,0.15478321179690332
Pre,68,low_gamma,CP6,O2,0.08893424221136459
Pre,68,low_gamma,FC2,P4,0.23633349841519968
Pre,68,low_gamma,F3,F4,0.024096026676792753
Pre,68,low_gamma,FC5,FC1,0.2549441528350189
Pre,68,low_gamma,FC5,FC6,0.23227871159733107
Pre,68,low_gamma,FC1,FC2,0.1442608363852858
Pre,68,low_gamma,CP5,CP6,0.05452717820690097
Pre,68,low_gamma,P3,P4,0.00030776488854235344
Pre,68,low_gamma,O1,O2,0.25061236531825276
Pre,69,low_gamma,F3,FC5,0.21911470059689292
Pre,69,low_gamma,F3,FC1,0.18850752261226056
Pre,69,low_gamma,FC5,FC1,0.04217887374158431
Pre,69,low_gamma,FC5,CP5,0.4433774475386348
Pre,69,low_gamma,FC1,CP5,0.06903902201764466
Pre,69,low_gamma,CP5,P3,0.17451190126465843
Pre,69,low_gamma,P3,O1,0.003554823666770752
Pre,69,low_gamma,CP5,O1,0.013451437456436335
Pre,69,low_gamma,FC1,P3,0.21361428800111698
Pre,69,low_gamma,F4,FC6,0.18636912790654803
Pre,69,low_gamma,F4,FC2,0.02577484982632761
Pre,69,low_gamma,FC6,FC2,0.06305878940522314
Pre,69,low_gamma,FC6,CP6,0.04701674556506127
Pre,69,low_gamma,FC2,CP6,0.005897938504551987
Pre,69,low_gamma,CP6,P4,0.16926487418910294
Pre,69,low_gamma,P4,O2,0.2535295411628866
Pre,69,low_gamma,CP6,O2,0.17084514985859334
Pre,69,low_gamma,FC2,P4,0.008516285052535814
Pre,69,low_gamma,F3,F4,0.0669794335684536
Pre,69,low_gamma,FC5,FC1,0.04217887374158431
Pre,69,low_gamma,FC5,FC6,0.08605708395286316
Pre,69,low_gamma,FC1,FC2,0.010836035055857408
Pre,69,low_gamma,CP5,CP6,0.1999067629977758
Pre,69,low_gamma,P3,P4,0.3340299005932884
Pre,69,low_gamma,O1,O2,0.002328090582753058
Pre,70,low_gamma,F3,FC5,0.13725378472337918
Pre,70,low_gamma,F3,FC1,0.1309574129567642
Pre,70,low_gamma,FC5,FC1,0.05404603430072917
Pre,70,low_gamma,FC5,CP5,0.15904483059705748
Pre,70,low_gamma,FC1,CP5,0.11169860459091166
Pre,70,low_gamma,CP5,P3,0.17432189470828957
Pre,70,low_gamma,P3,O1,0.10276917501154582
Pre,70,low_gamma,CP5,O1,0.10662929392791974
Pre,70,low_gamma,FC1,P3,0.14405381936135567
Pre,70,low_gamma,F4,FC6,0.08870661283095146
Pre,70,low_gamma,F4,FC2,0.14269653028088103
Pre,70,low_gamma,FC6,FC2,0.051996375139242
Pre,70,low_gamma,FC6,CP6,0.25849283219882857
Pre,70,low_gamma,FC2,CP6,0.015947102311567287
Pre,70,low_gamma,CP6,P4,0.034688300163440385
Pre,70,low_gamma,P4,O2,0.06410416368357587
Pre,70,low_gamma,CP6,O2,0.16185240481146854
Pre,70,low_gamma,FC2,P4,0.24406511842031903
Pre,70,low_gamma,F3,F4,0.05162216115660063
Pre,70,low_gamma,FC5,FC1,0.05404603430072917
Pre,70,low_gamma,FC5,FC6,0.03937542177940597
Pre,70,low_gamma,FC1,FC2,0.17811567973894296
Pre,70,low_gamma,CP5,CP6,0.13268301474536792
Pre,70,low_gamma,P3,P4,0.26007788864255094
Pre,70,low_gamma,O1,O2,0.036339418983773034
Pre,71,low_gamma,F3,FC5,0.027663247295765296
Pre,71,low_gamma,F3,FC1,0.04520333474784581
Pre,71,low_gamma,FC5,FC1,0.04743889672960452
Pre,71,low_gamma,FC5,CP5,0.04854030896240462
Pre,71,low_gamma,FC1,CP5,0.17055258091407957
Pre,71,low_gamma,CP5,P3,0.08885442018727135
Pre,71,low_gamma,P3,O1,0.05339695650462018
Pre,71,low_gamma,CP5,O1,0.1616184593972445
Pre,71,low_gamma,FC1,P3,0.3247587114275043
Pre,71,low_gamma,F4,FC6,0.09340118025790752
Pre,71,low_gamma,F4,FC2,0.07025535196599204
Pre,71,low_gamma,FC6,FC2,0.10225275870117685
Pre,71,low_gamma,FC6,CP6,0.06303333910621356
Pre,71,low_gamma,FC2,CP6,0.021157655159751765
Pre,71,low_gamma,CP6,P4,0.3432908595921893
Pre,71,low_gamma,P4,O2,0.10476692171193241
Pre,71,low_gamma,CP6,O2,0.10336871940123178
Pre,71,low_gamma,FC2,P4,0.15987749784619437
